Data number,Slot opening width Bs0 (mm),Axial length of permanent magnet/moving pole distance a,Air gap thickness gap (mm),Coil radial width rcoil (mm),Permanent magnet radial length rpm (mm),Average thrust (N),Thrust fluctuation (N),Average copper loss (W)
1159,2.2,0.7,0.7,10,6.4,116.12937,89.28723051,24.1026702
1160,2.5,0.7,0.7,10,6.4,113.7880278,86.72200792,24.1026702
1161,2.8,0.7,0.7,10,6.4,113.337429,83.92871069,24.1026702
1162,2.2,0.7,0.9,8,6.4,84.77878062,42.4602313,18.70676915
1163,2.5,0.7,0.9,8,6.4,88.09448088,43.64533334,18.70676915
1164,2.8,0.7,0.9,8,6.4,84.31009726,39.80442475,18.70676915
1165,2.2,0.7,0.9,9,6.4,105.5822787,57.31252609,21.46857138
1166,2.5,0.7,0.9,9,6.4,106.9089293,56.37372658,21.46857138
1167,2.8,0.7,0.9,9,6.4,106.3247998,55.51920201,21.46857138
1168,2.2,0.7,0.9,10,6.4,117.0443523,76.22845407,24.31911344
1169,2.5,0.7,0.9,10,6.4,119.5904134,72.69083699,24.31911344
1170,2.8,0.7,0.9,10,6.4,119.3468949,73.74083939,24.31911344
1171,2.2,0.7,1.1,8,6.4,84.06722027,40.15602905,18.87903457
1172,2.5,0.7,1.1,8,6.4,87.3760758,46.77356253,18.87903457
1173,2.8,0.7,1.1,8,6.4,85.13188778,43.0573134,18.87903457
1174,2.2,0.7,1.1,9,6.4,99.75214879,53.15222166,21.66282905
1175,2.5,0.7,1.1,9,6.4,105.4148138,58.12599184,21.66282905
1176,2.8,0.7,1.1,9,6.4,105.8134846,53.7952918,21.66282905
1177,2.2,0.7,1.1,10,6.4,109.213023,49.85950971,24.53549533
1178,2.5,0.7,1.1,10,6.4,106.7016065,49.50888058,24.53549533
1179,2.8,0.7,1.1,10,6.4,107.5723157,53.05623015,24.53549533
1180,2.2,0.7,1.3,8,6.4,93.62668695,31.07261217,19.05126592
1181,2.5,0.7,1.3,8,6.4,92.90028727,29.13085147,19.05126592
1182,2.8,0.7,1.3,8,6.4,93.41812494,31.35294927,19.05126592
1183,2.2,0.7,1.3,9,6.4,94.12921673,42.19573612,21.85704081
1184,2.5,0.7,1.3,9,6.4,95.83895411,45.02798998,21.85704081
1185,2.8,0.7,1.3,9,6.4,99.14341298,49.01182981,21.85704081
1186,2.2,0.7,1.3,10,6.4,106.5856401,43.8842856,24.75181749
1187,2.5,0.7,1.3,10,6.4,109.4208486,42.46974737,24.75181749
1188,2.8,0.7,1.3,10,6.4,107.3040592,45.70370087,24.75181749
1189,2.2,0.7,0.7,8,6.8,89.70040995,68.82361751,18.87903457
1190,2.5,0.7,0.7,8,6.8,89.71926779,73.52370329,18.87903457
1191,2.8,0.7,0.7,8,6.8,86.82054687,65.9683558,18.87903457
1192,2.2,0.7,0.7,9,6.8,116.698709,91.21579659,21.66282905
1193,2.5,0.7,0.7,9,6.8,118.4767395,97.65755281,21.66282905
1194,2.8,0.7,0.7,9,6.8,116.3277592,80.85404555,21.66282905
1195,2.2,0.7,0.7,10,6.8,128.5294865,97.22080681,24.53549533
1196,2.5,0.7,0.7,10,6.8,127.4666986,95.5996353,24.53549533
1197,2.8,0.7,0.7,10,6.8,126.8846064,96.15780584,24.53549533
1198,2.2,0.7,0.9,8,6.8,92.27912457,51.80776013,19.05126592
1199,2.5,0.7,0.9,8,6.8,92.89165714,51.86192638,19.05126592
1200,2.8,0.7,0.9,8,6.8,96.27184175,50.80278885,19.05126592
1201,2.2,0.7,0.9,9,6.8,117.5373204,75.66986865,21.85704081
1202,2.5,0.7,0.9,9,6.8,116.4554027,75.47974789,21.85704081
1203,2.8,0.7,0.9,9,6.8,120.8785909,80.99226886,21.85704081
1204,2.2,0.7,0.9,10,6.8,121.5736409,71.98626628,24.75181749
1205,2.5,0.7,0.9,10,6.8,125.5251156,76.58927367,24.75181749
1206,2.8,0.7,0.9,10,6.8,128.8996573,78.67145788,24.75181749
1207,2.2,0.7,1.1,8,6.8,101.2357788,46.13524045,19.22346413
1208,2.5,0.7,1.1,8,6.8,98.67609066,49.13240798,19.22346413
1209,2.8,0.7,1.1,8,6.8,103.78454,53.56963692,19.22346413
1210,2.2,0.7,1.1,9,6.8,108.1674954,56.29070333,22.0512079
1211,2.5,0.7,1.1,9,6.8,107.5945708,58.96062101,22.0512079
1212,2.8,0.7,1.1,9,6.8,111.0852405,60.90865882,22.0512079
1213,2.2,0.7,1.1,10,6.8,124.586007,48.76858397,24.96808152
1214,2.5,0.7,1.1,10,6.8,122.8689689,45.71592155,24.96808152
1215,2.8,0.7,1.1,10,6.8,117.0179297,50.50044474,24.96808152
1216,2.2,0.7,1.3,8,6.8,97.4501003,41.34605382,19.3956301
1217,2.5,0.7,1.3,8,6.8,104.5839852,48.84289507,19.3956301
1218,2.8,0.7,1.3,8,6.8,100.7505863,52.24405934,19.3956301
1219,2.2,0.7,1.3,9,6.8,102.8543565,45.62160146,22.2453315
1220,2.5,0.7,1.3,9,6.8,109.5850104,49.22329117,22.2453315
1221,2.8,0.7,1.3,9,6.8,113.4215156,49.34944838,22.2453315
1222,2.2,0.7,1.3,10,6.8,118.6001067,45.3954978,25.18428894
1223,2.5,0.7,1.3,10,6.8,117.7462668,45.64593625,25.18428894
1224,2.8,0.7,1.3,10,6.8,115.8367716,46.85077988,25.18428894
1225,2.2,0.8,0.7,8,4.8,66.94785312,39.13548063,17.15467555
1226,2.5,0.8,0.7,8,4.8,68.26836802,35.16620488,17.15467555
1227,2.8,0.8,0.7,8,4.8,67.1265173,34.98121692,17.15467555
1228,2.2,0.8,0.7,9,4.8,71.68734775,49.40732688,19.71795869
1229,2.5,0.8,0.7,9,4.8,78.30799178,51.35758949,19.71795869
1230,2.8,0.8,0.7,9,4.8,78.32373557,50.33118652,19.71795869
1231,2.2,0.8,0.7,10,4.8,88.34919606,49.95818233,22.368697
1232,2.5,0.8,0.7,10,4.8,89.47471749,52.38300142,22.368697
1233,2.8,0.8,0.7,10,4.8,89.17366827,48.68481886,22.368697
1234,2.2,0.8,0.9,8,4.8,66.47544108,29.87974729,17.32729571
1235,2.5,0.8,0.9,8,4.8,66.46544367,31.78622758,17.32729571
1236,2.8,0.8,0.9,8,4.8,69.15909915,30.83512665,17.32729571
1237,2.2,0.8,0.9,9,4.8,69.25193592,34.84150244,19.91269334
1238,2.5,0.8,0.9,9,4.8,74.86467121,37.6151102,19.91269334
1239,2.8,0.8,0.9,9,4.8,74.47352008,36.01093741,19.91269334
1240,2.2,0.8,0.9,10,4.8,83.79605579,44.94205857,22.58569814
1241,2.5,0.8,0.9,10,4.8,84.49345174,43.79844061,22.58569814
1242,2.8,0.8,0.9,10,4.8,83.78383082,40.03657035,22.58569814
1243,2.2,0.8,1.1,8,4.8,66.84250991,24.19258557,17.49987165
1244,2.5,0.8,1.1,8,4.8,67.10283765,25.97969142,17.49987165
1245,2.8,0.8,1.1,8,4.8,65.52305261,22.95385194,17.49987165
1246,2.2,0.8,1.1,9,4.8,66.74587892,27.45973246,20.10736863
1247,2.5,0.8,1.1,9,4.8,68.88386365,29.10539882,20.10736863
1248,2.8,0.8,1.1,9,4.8,69.79866303,25.63362173,20.10736863
1249,2.2,0.8,1.1,10,4.8,80.79754308,31.25921043,22.80262232
1250,2.5,0.8,1.1,10,4.8,80.74590475,31.00961943,22.80262232
1251,2.8,0.8,1.1,10,4.8,80.88488853,28.08039876,22.80262232
1252,2.2,0.8,1.3,8,4.8,62.71329961,27.47421898,17.67240468
1253,2.5,0.8,1.3,8,4.8,63.52005273,29.11555248,17.67240468
1254,2.8,0.8,1.3,8,4.8,63.63239556,24.88809994,17.67240468
1255,2.2,0.8,1.3,9,4.8,71.38801664,25.54201224,20.30198629
1256,2.5,0.8,1.3,9,4.8,71.17245283,25.55876099,20.30198629
1257,2.8,0.8,1.3,9,4.8,68.96234348,20.70050148,20.30198629
1258,2.2,0.8,1.3,10,4.8,75.00008446,28.66695482,23.01947179
1259,2.5,0.8,1.3,10,4.8,81.24215664,29.25042141,23.01947179
1260,2.8,0.8,1.3,10,4.8,79.60235982,25.16660014,23.01947179
1261,2.2,0.8,0.7,8,5.2,74.59967474,43.1842575,17.49987165
1262,2.5,0.8,0.7,8,5.2,79.47264072,46.60769572,17.49987165
1263,2.8,0.8,0.7,8,5.2,78.45143337,44.61525181,17.49987165
1264,2.2,0.8,0.7,9,5.2,77.29058487,51.46867707,20.10736863
1265,2.5,0.8,0.7,9,5.2,77.43973317,54.89327371,20.10736863
1266,2.8,0.8,0.7,9,5.2,80.946319,53.94012172,20.10736863
1267,2.2,0.8,0.7,10,5.2,98.15933013,53.28532837,22.80262232
1268,2.5,0.8,0.7,10,5.2,100.5506871,58.42616553,22.80262232
1269,2.8,0.8,0.7,10,5.2,98.56105386,53.4113919,22.80262232
1270,2.2,0.8,0.9,8,5.2,72.45288523,35.90743907,17.67240468
1271,2.5,0.8,0.9,8,5.2,74.91813165,36.90263258,17.67240468
1272,2.8,0.8,0.9,8,5.2,75.16919098,38.17672235,17.67240468
1273,2.2,0.8,0.9,9,5.2,77.20065722,38.54601902,20.30198629
1274,2.5,0.8,0.9,9,5.2,77.49224612,38.49184103,20.30198629
1275,2.8,0.8,0.9,9,5.2,81.70639302,41.85009919,20.30198629
1276,2.2,0.8,0.9,10,5.2,82.9651547,42.11287221,23.01947179
1277,2.5,0.8,0.9,10,5.2,83.08028354,43.94155574,23.01947179
1278,2.8,0.8,0.9,10,5.2,82.96925662,42.02125416,23.01947179
1279,2.2,0.8,1.1,8,5.2,70.1059235,37.27670693,17.84489606
1280,2.5,0.8,1.1,8,5.2,71.58530428,33.01367255,17.84489606
1281,2.8,0.8,1.1,8,5.2,73.20989819,31.75154142,17.84489606
1282,2.2,0.8,1.1,9,5.2,76.87236183,33.42559361,20.496548
1283,2.5,0.8,1.1,9,5.2,78.76902657,34.98543557,20.496548
1284,2.8,0.8,1.1,9,5.2,81.61122963,31.61725906,20.496548
1285,2.2,0.8,1.1,10,5.2,80.04438107,38.71099946,23.23624866
1286,2.5,0.8,1.1,10,5.2,79.8999786,37.86270456,23.23624866
1287,2.8,0.8,1.1,10,5.2,83.25885117,36.66466549,23.23624866
1288,2.2,0.8,1.3,8,5.2,71.57426229,29.13804217,18.01734701
1289,2.5,0.8,1.3,8,5.2,73.68428515,27.17119198,18.01734701
1290,2.8,0.8,1.3,8,5.2,74.17888623,29.14515125,18.01734701
1291,2.2,0.8,1.3,9,5.2,79.76050544,32.41173771,20.69105537
1292,2.5,0.8,1.3,9,5.2,82.421451,28.89225982,20.69105537
1293,2.8,0.8,1.3,9,5.2,80.31356313,37.19004964,20.69105537
1294,2.2,0.8,1.3,10,5.2,85.08891832,43.82318255,23.45295499
1295,2.5,0.8,1.3,10,5.2,90.010123,40.05558495,23.45295499
1296,2.8,0.8,1.3,10,5.2,83.77191902,39.56150461,23.45295499
1297,2.2,0.8,0.7,8,5.6,82.74192825,56.39078087,17.84489606
1298,2.5,0.8,0.7,8,5.6,87.26234814,57.46498375,17.84489606
1299,2.8,0.8,0.7,8,5.6,89.34431049,59.88299976,17.84489606
1300,2.2,0.8,0.7,9,5.6,85.13209778,59.5634406,20.496548
1301,2.5,0.8,0.7,9,5.6,85.1118762,61.34504215,20.496548
1302,2.8,0.8,0.7,9,5.6,89.33856554,62.81105714,20.496548
1303,2.2,0.8,0.7,10,5.6,91.89459022,71.32962129,23.23624866
1304,2.5,0.8,0.7,10,5.6,97.32779185,72.73429435,23.23624866
1305,2.8,0.8,0.7,10,5.6,103.9031896,64.52362651,23.23624866
1306,2.2,0.8,0.9,8,5.6,79.82449957,40.78034564,18.01734701
1307,2.5,0.8,0.9,8,5.6,81.46712711,47.35731508,18.01734701
1308,2.8,0.8,0.9,8,5.6,81.80329316,42.42031726,18.01734701
1309,2.2,0.8,0.9,9,5.6,93.88926467,65.42287182,20.69105537
1310,2.5,0.8,0.9,9,5.6,95.13967552,59.65126102,20.69105537
1311,2.8,0.8,0.9,9,5.6,91.24309561,45.33696973,20.69105537
1312,2.2,0.8,0.9,10,5.6,96.6388384,61.45432065,23.45295499
1313,2.5,0.8,0.9,10,5.6,96.78682276,62.35961943,23.45295499
1314,2.8,0.8,0.9,10,5.6,94.94245082,62.2311747,23.45295499
1315,2.2,0.8,1.1,8,5.6,77.76265337,38.29714889,18.1897587
1316,2.5,0.8,1.1,8,5.6,78.0365336,42.34312967,18.1897587
1317,2.8,0.8,1.1,8,5.6,80.20952824,40.67885919,18.1897587
1318,2.2,0.8,1.1,9,5.6,96.5293962,52.88306477,20.88550993
1319,2.5,0.8,1.1,9,5.6,96.09657335,45.33790514,20.88550993
1320,2.8,0.8,1.1,9,5.6,89.03979705,43.50898529,20.88550993
1321,2.2,0.8,1.1,10,5.6,96.52114599,49.94783048,23.66959277
1322,2.5,0.8,1.1,10,5.6,98.30637939,48.7133688,23.66959277
1323,2.8,0.8,1.1,10,5.6,95.02644188,48.04548616,23.66959277
1324,2.2,0.8,1.3,8,5.6,73.21789961,34.4510064,18.36213224
1325,2.5,0.8,1.3,8,5.6,75.80346945,37.58521976,18.36213224
1326,2.8,0.8,1.3,8,5.6,75.4822576,35.53110561,18.36213224
1327,2.2,0.8,1.3,9,5.6,92.31292527,42.95324076,21.07991317
1328,2.5,0.8,1.3,9,5.6,93.40884061,37.20475852,21.07991317
1329,2.8,0.8,1.3,9,5.6,96.26143974,38.77844685,21.07991317
1330,2.2,0.8,1.3,10,5.6,91.43453896,34.58558708,23.8861639
1331,2.5,0.8,1.3,10,5.6,92.99887169,34.22901842,23.8861639
1332,2.8,0.8,1.3,10,5.6,93.10341564,33.39679311,23.8861639
1333,2.2,0.8,0.7,8,6,87.89834428,56.55875605,18.1897587
1334,2.5,0.8,0.7,8,6,89.27037796,62.67705052,18.1897587
1335,2.8,0.8,0.7,8,6,93.52978052,58.9824726,18.1897587
1336,2.2,0.8,0.7,9,6,96.45088385,82.8234328,20.88550993
1337,2.5,0.8,0.7,9,6,96.83526596,80.79310706,20.88550993
1338,2.8,0.8,0.7,9,6,100.484375,81.61911988,20.88550993
1339,2.2,0.8,0.7,10,6,106.9271887,73.09984891,23.66959277
1340,2.5,0.8,0.7,10,6,109.2658171,76.23893524,23.66959277
1341,2.8,0.8,0.7,10,6,106.1337984,76.86261482,23.66959277
1342,2.2,0.8,0.9,8,6,91.49005685,48.60649011,18.36213224
1343,2.5,0.8,0.9,8,6,89.0824363,50.39633903,18.36213224
1344,2.8,0.8,0.9,8,6,90.40064715,52.03427728,18.36213224
1345,2.2,0.8,0.9,9,6,107.9072951,62.52717646,21.07991317
1346,2.5,0.8,0.9,9,6,105.5734048,60.91344814,21.07991317
1347,2.8,0.8,0.9,9,6,110.1150786,65.07457974,21.07991317
1348,2.2,0.8,0.9,10,6,104.5879161,50.62263315,23.8861639
1349,2.5,0.8,0.9,10,6,106.0998323,49.97583065,23.8861639
1350,2.8,0.8,0.9,10,6,107.0480052,50.13983728,23.8861639
1351,2.2,0.8,1.1,8,6,84.88351737,43.37255165,18.53446871
1352,2.5,0.8,1.1,8,6,85.52507568,43.52573512,18.53446871
1353,2.8,0.8,1.1,8,6,87.0123995,42.03024082,18.53446871
1354,2.2,0.8,1.1,9,6,89.50583898,39.9908943,21.27426653
1355,2.5,0.8,1.1,9,6,92.90564482,48.11484127,21.27426653
1356,2.8,0.8,1.1,9,6,99.87684103,45.32603156,21.27426653
1357,2.2,0.8,1.1,10,6,105.6478439,50.36828814,24.1026702
1358,2.5,0.8,1.1,10,6,105.2986984,50.21789158,24.1026702
1359,2.8,0.8,1.1,10,6,100.6989103,46.26725593,24.1026702
1360,2.2,0.8,1.3,8,6,86.13473104,46.26391722,18.70676915
1361,2.5,0.8,1.3,8,6,86.27228994,45.32424584,18.70676915
1362,2.8,0.8,1.3,8,6,84.14368987,46.76485137,18.70676915
1363,2.2,0.8,1.3,9,6,93.00595831,46.2805701,21.46857138
1364,2.5,0.8,1.3,9,6,93.57327335,45.60358059,21.46857138
1365,2.8,0.8,1.3,9,6,92.55143409,47.42870152,21.46857138
1366,2.2,0.8,1.3,10,6,101.7914668,45.92504749,24.31911344
1367,2.5,0.8,1.3,10,6,101.1258388,55.21788346,24.31911344
1368,2.8,0.8,1.3,10,6,105.1306485,49.38655492,24.31911344
1369,2.2,0.8,0.7,8,6.4,95.06322219,72.47290823,18.53446871
1370,2.5,0.8,0.7,8,6.4,94.65825022,77.19000928,18.53446871
1371,2.8,0.8,0.7,8,6.4,96.46496045,74.51711325,18.53446871
1372,2.2,0.8,0.7,9,6.4,106.6073765,72.22217672,21.27426653
1373,2.5,0.8,0.7,9,6.4,106.2821034,80.35961357,21.27426653
1374,2.8,0.8,0.7,9,6.4,113.4298269,79.86099167,21.27426653
1375,2.2,0.8,0.7,10,6.4,121.1324845,83.88039543,24.1026702
1376,2.5,0.8,0.7,10,6.4,120.4811671,96.95423457,24.1026702
1377,2.8,0.8,0.7,10,6.4,126.190195,97.91595271,24.1026702
1378,2.2,0.8,0.9,8,6.4,95.72622412,55.2440769,18.70676915
1379,2.5,0.8,0.9,8,6.4,95.97199354,63.48532957,18.70676915
1380,2.8,0.8,0.9,8,6.4,95.3336156,64.34093046,18.70676915
1381,2.2,0.8,0.9,9,6.4,107.7620357,57.49463208,21.46857138
1382,2.5,0.8,0.9,9,6.4,107.7782661,60.79122322,21.46857138
1383,2.8,0.8,0.9,9,6.4,116.3716142,70.57179462,21.46857138
1384,2.2,0.8,0.9,10,6.4,117.5848897,78.70715134,24.31911344
1385,2.5,0.8,0.9,10,6.4,116.4253136,77.80444368,24.31911344
1386,2.8,0.8,0.9,10,6.4,116.6408509,82.16239766,24.31911344
1387,2.2,0.8,1.1,8,6.4,92.11709291,51.71870565,18.87903457
1388,2.5,0.8,1.1,8,6.4,88.01876197,57.6020846,18.87903457
1389,2.8,0.8,1.1,8,6.4,92.27621729,58.57435688,18.87903457
1390,2.2,0.8,1.1,9,6.4,100.6780702,62.14359944,21.66282905
1391,2.5,0.8,1.1,9,6.4,102.4871742,65.88575756,21.66282905
1392,2.8,0.8,1.1,9,6.4,103.2466275,64.03303901,21.66282905
1393,2.2,0.8,1.1,10,6.4,122.2844377,81.02792893,24.53549533
1394,2.5,0.8,1.1,10,6.4,119.8940205,71.04076054,24.53549533
1395,2.8,0.8,1.1,10,6.4,118.6518199,66.88742,24.53549533
1396,2.2,0.8,1.3,8,6.4,96.93987626,50.58870247,19.05126592
1397,2.5,0.8,1.3,8,6.4,98.6217527,44.8076703,19.05126592
1398,2.8,0.8,1.3,8,6.4,99.46329709,49.27866911,19.05126592
1399,2.2,0.8,1.3,9,6.4,103.0225181,69.7736089,21.85704081
1400,2.5,0.8,1.3,9,6.4,103.4154708,64.39005955,21.85704081
1401,2.8,0.8,1.3,9,6.4,104.0882984,61.78344331,21.85704081
1402,2.2,0.8,1.3,10,6.4,113.9113335,56.53696053,24.75181749
1403,2.5,0.8,1.3,10,6.4,112.692113,52.97455831,24.75181749
1404,2.8,0.8,1.3,10,6.4,115.338821,51.29749862,24.75181749
1405,2.2,0.8,0.7,8,6.8,97.32251185,81.02736911,18.87903457
1406,2.5,0.8,0.7,8,6.8,98.16441316,81.18457558,18.87903457
1407,2.8,0.8,0.7,8,6.8,92.58767849,89.79772723,18.87903457
1408,2.2,0.8,0.7,9,6.8,115.6468186,95.14075565,21.66282905
1409,2.5,0.8,0.7,9,6.8,119.2057373,100.959065,21.66282905
1410,2.8,0.8,0.7,9,6.8,121.6104806,98.96465479,21.66282905
1411,2.2,0.8,0.7,10,6.8,134.2251944,100.3650739,24.53549533
1412,2.5,0.8,0.7,10,6.8,135.0321096,107.9222685,24.53549533
1413,2.8,0.8,0.7,10,6.8,133.8465901,108.1427852,24.53549533
1414,2.2,0.8,0.9,8,6.8,94.82227756,62.89864099,19.05126592
1415,2.5,0.8,0.9,8,6.8,93.85801374,68.18457933,19.05126592
1416,2.8,0.8,0.9,8,6.8,97.95440365,70.41892018,19.05126592
1417,2.2,0.8,0.9,9,6.8,113.4819809,101.272894,21.85704081
1418,2.5,0.8,0.9,9,6.8,108.5245671,106.4786881,21.85704081
1419,2.8,0.8,0.9,9,6.8,115.1621094,106.517161,21.85704081
1420,2.2,0.8,0.9,10,6.8,131.8145004,93.33204998,24.75181749
1421,2.5,0.8,0.9,10,6.8,133.0222661,84.00062356,24.75181749
1422,2.8,0.8,0.9,10,6.8,133.1850498,90.67960203,24.75181749
1423,2.2,0.8,1.1,8,6.8,100.4392275,51.08952355,19.22346413
1424,2.5,0.8,1.1,8,6.8,100.8665537,56.29813573,19.22346413
1425,2.8,0.8,1.1,8,6.8,102.4001663,55.46177442,19.22346413
1426,2.2,0.8,1.1,9,6.8,107.3850697,73.10201128,22.0512079
1427,2.5,0.8,1.1,9,6.8,104.3595764,85.58932929,22.0512079
1428,2.8,0.8,1.1,9,6.8,103.366128,83.7175139,22.0512079
1429,2.2,0.8,1.1,10,6.8,123.957389,74.42196299,24.96808152
1430,2.5,0.8,1.1,10,6.8,125.8103708,79.49018051,24.96808152
1431,2.8,0.8,1.1,10,6.8,124.6710576,79.29448284,24.96808152
1432,2.2,0.8,1.3,8,6.8,89.08282848,56.27536575,19.3956301
1433,2.5,0.8,1.3,8,6.8,87.84683452,56.0646252,19.3956301
1434,2.8,0.8,1.3,8,6.8,95.14196401,59.59216896,19.3956301
1435,2.2,0.8,1.3,9,6.8,105.8273774,71.38809094,22.2453315
1436,2.5,0.8,1.3,9,6.8,104.4177808,71.92717086,22.2453315
1437,2.8,0.8,1.3,9,6.8,116.1798885,82.40403738,22.2453315
1438,2.2,0.8,1.3,10,6.8,121.4230169,66.84680606,25.18428894
1439,2.5,0.8,1.3,10,6.8,125.6997701,65.14579714,25.18428894
1440,2.8,0.8,1.3,10,6.8,115.9527013,66.23418309,25.18428894
